Positive if Greater Than or Equal To;Sensitivity;1 - Specificity;Specificity;Youden's J;EMGO;Sum of Squares;Farrar
-0,071;0,97323818;0,793418647;0,206581353;0,179819533;0,820180467;0,630229345;0,766656827
-0,071;0,97323818;0,793418647;0,206581353;0,179819533;0,820180467;0,630229345;0,766656827
-0,071;0,97234612;0,786106033;0,213893967;0,186240087;0,813759913;0,618727432;0,758452152
-0,07;0,969669938;0,776965265;0,223034735;0,192704672;0,807295328;0,604594936;0,746635203
-0,069;0,965209634;0,758683729;0,241316271;0,206525905;0,793474095;0,576811371;0,723893364
-0,069;0,965209634;0,755027422;0,244972578;0,210182212;0,789817788;0,571276778;0,720237057
-0,0635;0,964317574;0,749542962;0,250457038;0,214774612;0,785225388;0,563087887;0,713860535
-0,056;0,964317574;0,744058501;0,255941499;0,220259073;0,779740927;0,554896288;0,708376075
-0,053;0,963425513;0,744058501;0,255941499;0,219367012;0,780632988;0,554960746;0,707484014
-0,049;0,963425513;0,742230347;0,257769653;0,221195166;0,778804834;0,552243582;0,70565586
-0,046;0,963425513;0,73857404;0,26142596;0,224851473;0,775148527;0,546829306;0,701999553
-0,041;0,963425513;0,736745887;0,263254113;0,226679626;0,773320374;0,544132195;0,7001714
-0,0355;0,95985727;0,729433272;0,270566728;0,230423998;0,769576002;0,533684338;0,689290543
-0,034;0,95985727;0,723948812;0,276051188;0,235908459;0,764091541;0,525713321;0,683806082
-0,033;0,95896521;0,718464351;0,281535649;0,240500859;0,759499141;0,517874878;0,677429561
-0,029;0,95896521;0,716636197;0,283363803;0,242329012;0,757670988;0,515251294;0,675601407
-0,0215;0,95896521;0,714808044;0,285191956;0,244157166;0,755842834;0,512634394;0,673773254
-0,0155;0,958073149;0,714808044;0,285191956;0,243265105;0,756734895;0,5127084;0,672881193
-0,0075;0,958073149;0,711151737;0,288848263;0,246921412;0,753078588;0,507494654;0,669224886
-0,001;0,954504906;0,70749543;0,29250457;0,247009477;0,752990523;0,502619586;0,662000336
0,001;0,880463872;0,511882998;0,488117002;0,368580873;0,631419127;0,27631309;0,39234687
0,0105;0,879571811;0,508226691;0,491773309;0,37134512;0,62865488;0,272797318;0,387798502
0,022;0,879571811;0,506398537;0,493601463;0,373173273;0,626826727;0,270942427;0,385970348
0,029;0,87867975;0,506398537;0,493601463;0,372281213;0,627718787;0,271158082;0,385078288
0,033;0,87867975;0,504570384;0,495429616;0,374109366;0,625890634;0,269309875;0,383250134
0,033;0,87778769;0,504570384;0,495429616;0,373217306;0,626782694;0,269527121;0,382358073
0,0345;0,876003568;0,50274223;0,49725777;0,373261338;0,626738662;0,268124865;0,378745799
0,036;0,875111508;0,500914077;0,499085923;0,374197431;0,625802569;0,266512048;0,376025584
0,037;0,835860839;0,482632541;0,517367459;0,353228297;0,646771703;0,259875834;0,31849338
0,0465;0,834968778;0,482632541;0,517367459;0,352336237;0,647663763;0,260169474;0,317601319
0,0565;0,834076717;0,482632541;0,517367459;0,351444176;0,648555824;0,260464706;0,316709258
0,058;0,834076717;0,482632541;0,517367459;0,351444176;0,648555824;0,260464706;0,316709258
0,0635;0,834076717;0,462522852;0,537477148;0,371553865;0,628446135;0,241457924;0,296599569
0,069;0,832292596;0,460694698;0,539305302;0,371597898;0,628402102;0,240365378;0,292987294
0,069;0,832292596;0,458866545;0,541133455;0,373426051;0,626573949;0,238684279;0,291159141
0,07;0,795718109;0,422303473;0,577696527;0,373414635;0,626585365;0,220071315;0,218021582
0,071;0,792149866;0,404021938;0,595978062;0,388127928;0,611872072;0,206435404;0,196171804
0,071;0,790365745;0,396709324;0,603290676;0,393656421;0,606343579;0,201324808;0,187075068
0,0715;0,788581624;0,393053016;0,606946984;0,395528607;0,604471393;0,199188404;0,18163464
0,08;0,787689563;0,393053016;0,606946984;0,394636546;0,605363454;0,199566395;0,180742579
0,092;0,785905442;0,393053016;0,606946984;0,392852425;0,607147575;0,200327154;0,178958458
0,097;0,785905442;0,391224863;0,608775137;0,394680579;0,605319421;0,198893373;0,177130304
0,0995;0,785905442;0,389396709;0,610603291;0,396508732;0,603491268;0,197466277;0,175302151
0,1025;0,785905442;0,385740402;0,614259598;0,400165039;0,599834961;0,194632138;0,171645844
0,104;0,785905442;0,385740402;0,614259598;0,400165039;0,599834961;0,194632138;0,171645844
0,1045;0,766280107;0,363802559;0,636197441;0,402477548;0,597522452;0,186977291;0,130082666
0,105;0,760927743;0,361974406;0,638025594;0,398953337;0,601046663;0,188181015;0,122902149
0,106;0,701159679;0,345521024;0,654478976;0,355638655;0,644361345;0,208690315;0,046680703
0,107;0,699375558;0,34369287;0,65630713;0,355682687;0,644317313;0,208499844;0,043068428
